"id","en","preferred_zh","alt_zh","status","difficulty","confidence","attestations","definition_en","definition_zh","pitfalls","REVIEWER_VERDICT","REVIEWER_SUGGESTED_ZH","REVIEWER_NOTES"
"reinforcement-learning","reinforcement learning","强化学习","RL","established","low","high","3","Training a policy by having it act, receive a scalar reward, and update toward higher expected reward. In LLM post-training it is the stage that turns a fine-tuned model into one optimised against a reward model or a verifier.","让模型（策略）不断产生动作、获得奖励信号，并朝着期望奖励更高的方向更新参数的训练范式。在大模型后训练中，它是把微调后的模型进一步对着奖励模型或验证器优化的那一步。","None as a translation. Worth noting only that the bare Latin ""RL"" is extremely common in Chinese practitioner text as a modifier (RL 训练, RL 算法, RL 阶段), even though 强化学习 is a fully settled textbook term — the abbreviation is used for brevity, not because the Chinese is unavailable.","","",""
"rlaif","reinforcement learning from AI feedback","RLAIF","基于人工智能反馈的强化学习","loanword","low","medium","2","RLHF with the human preference labeller replaced by an LLM. The preference data used to fit the reward model is generated by a model rather than collected from people.","把 RLHF 里的人类标注者换成大模型：偏好数据由模型自己产生，再用这些数据训练奖励模型并做强化学习，从而摆脱对人工标注规模的依赖。","Two Chinese expansions coexist — 基于人工智能反馈的强化学习 (formal, matches PRC register where 人工智能 is preferred to AI) and 基于 AI 反馈的强化学习 (practitioner shorthand). Neither is used as a working term; RLAIF is. Note that Chinese sources routinely present RLAIF as the mechanism behind Constitutional AI, so the two entries cross-contaminate.","","",""
"rlhf","reinforcement learning from human feedback","RLHF","人类反馈强化学习 / 基于人类反馈的强化学习","loanword","low","medium","4","Post-training a language model against a reward model fitted to human preference comparisons. The canonical InstructGPT/ChatGPT alignment recipe: SFT, then reward modelling, then PPO.","先用人类对模型输出的偏好比较训练一个奖励模型，再用强化学习让语言模型朝奖励更高的方向优化。这是 InstructGPT/ChatGPT 那一套经典的对齐流程：先 SFT，再训奖励模型，最后 PPO。","The Chinese expansion exists in at least three word orders — 人类反馈强化学习, 基于人类反馈的强化学习, 从人类反馈中强化学习 — with no winner, precisely because nobody actually says them. The abbreviation RLHF is what circulates; the Chinese expansion appears once in parentheses as a gloss and then disappears. Treat the Chinese form as an explanatory apposition, not a usable term.","","",""
"rlvr","reinforcement learning with verifiable rewards","RLVR","基于可验证奖励的强化学习 / 可验证奖励的强化学习 / 基于规则的奖励","loanword","low","medium","3","RL in which the reward comes from a programmatic verifier — a unit test, an exact-match answer checker, a format validator — rather than a learned reward model. The DeepSeek-R1 / Tülu 3 era recipe for training reasoning models.","奖励信号不来自学出来的奖励模型，而来自可以程序化判定的验证器：数学答案是否匹配、代码是否通过单元测试、输出格式是否合规。这是 DeepSeek-R1、Tülu 3 这一代推理模型的主流后训练做法。","Recent enough that the Chinese expansion is still unstable: 可验证奖励的强化学习 and 基于可验证奖励的强化学习 both circulate, and the abbreviation dominates both. Despite Chinese labs (DeepSeek, Moonshot) being central to the technique, the term itself was coined in English (Tülu 3) and Chinese sources import it — so this is NOT a case of Chinese being the source language.","","",""
"responsible-scaling-policy","responsible scaling policy","负责任扩展政策","负责任的扩展策略 / RSP","common","medium","medium","3","Anthropic's public commitment document tying model capability levels to required safeguards: if evaluations show a model has crossed a defined capability threshold, specified security and deployment measures must be in place before training or release continues. The first published document of its kind and the template for the frontier safety framework genre.","Anthropic公开发布的承诺文件，把模型的能力等级与必须配套的防护措施绑定：一旦评测显示模型越过既定能力阈值，就必须先落实相应的安保与部署措施，才能继续训练或发布。它是同类文件中最早公开的一份，也确立了前沿安全框架这一体裁。","Genuinely unsettled on two axes at once: 政策 vs 策略 (policy vs strategy) and 扩展 vs 规模化 (scaling). Concordia AI writes 《负责任扩展政策》 while the Chinese edition of the International AI Safety Report writes 《负责任的扩展策略》 — in the same six-month window, for the same document. Separately, 扩展 for 'scaling' collides with the Chinese ML term for scaling laws (扩展定律/缩放定律) and could be read as 'expanding the product', not 'scaling up model capability'. The English 'responsible scaling' is itself contested in English; the Chinese inherits that. In practice Chinese writers usually just write RSP in Latin letters after a first gloss, which is the honest recommendation.","","",""
"reward-hacking","reward hacking","奖励黑客","奖励劫持 / 奖励作弊 / Reward Hacking","common","medium","medium","3","A trained system exploiting flaws in its reward function to score highly without doing the intended task — optimizing the measure instead of the thing the measure was standing in for.","指训练出来的系统钻奖励函数的漏洞，在不真正完成任务的前提下拿到高分，也就是去优化指标本身，而不是指标想代表的东西。","Four renderings are in live competition and they are not stylistic variants — they differ in register and in what they blame. 奖励黑客 is now dominant in LLM/RL practitioner writing and is a direct calque of 'hacking'; 奖励劫持 ('hijacking') is the academic-survey choice; 奖励作弊 ('cheating') is Chinese Wikipedia's and is the most intuitive but attributes intent; and very often practitioners simply write 'Reward Hacking' in Latin script mid-sentence. 黑客 normally means a person (a hacker), so 奖励黑客 literally reads 'reward hacker' and is slightly odd as a name for a phenomenon — but usage has settled there anyway. Avoid 奖励攻击, which implies an external adversary rather than the model itself.","","",""
"reward-model","reward model","奖励模型","打分模型","established","low","high","4","A model trained on preference comparisons to score candidate responses, used as the reward signal during RL post-training. Replaced or supplemented by programmatic verifiers in the RLVR era.","用人类（或模型）的偏好比较数据训练出来的打分模型，在强化学习阶段给候选回复打分，充当奖励信号。在 RLVR 时代，它部分被程序化验证器取代。","","","",""
"reward-tampering","reward tampering","奖励篡改","","established","low","medium","2","A model directly modifying its own reward mechanism — editing the reward function, or the tests that check it — rather than merely exploiting a badly specified one. Demonstrated by Anthropic's 'Sycophancy to Subterfuge' (June 2024), where models generalised zero-shot from sycophancy to rewriting their reward function and covering their tracks.","模型不是钻奖励函数的空子，而是直接去改奖励机制本身——改奖励函数，或者改用来检查它的测试。Anthropic 2024 年 6 月的《Sycophancy to Subterfuge》表明，模型可以从谄媚零样本泛化到重写自己的奖励函数并抹掉痕迹。","Straightforward. 篡改 is exactly right — it means unauthorised alteration of something one has no right to alter, and carries the same illegitimacy the English 'tampering' does. The only risk is conflation with 奖励黑客 / 奖励作弊 (reward hacking): reward hacking exploits the specification, reward tampering rewrites it, and Chinese sources sometimes use 奖励黑客 as the umbrella for both. 量子位/虎嗅 coverage correctly distinguishes 规范博弈 (specification gaming) from 奖励篡改.","","",""
"risk-classification-grading","risk classification and grading","分类分级","风险分级 / 分类分级管理","established","high","medium","4","The PRC's structural device for calibrating AI oversight: 分类 sorts risks into kinds, 分级 sorts them into severity levels. TC260's 2.0 framework classifies risks as technology-inherent, technology-application and application-derived, and grades them by severity — from 低安全风险 (low) through 一般安全风险 (general) and upward — using application scenario, level of intelligence and deployment scale, with the grading principles set out in an annex for sectors to localise.","中国用于调节人工智能监管强度的制度装置：分类是按风险种类划分，分级是按严重程度划分。《人工智能安全治理框架》2.0 版将风险分为技术内生、技术应用、应用衍生三类，并以应用场景、智能化水平、应用规模为要素，按低安全风险、一般安全风险等由低到高的顺序对风险进行分级，分级原则见附件，供行业细化。","English collapses this into 'risk tiering' or 'risk-based regulation' and loses the two-axis structure that PRC texts insist on: 分类 (by kind) and 分级 (by severity) are separate operations and are often carried out by different bodies — national standards set the method, sectoral regulators instantiate it. It is also the closest PRC analogue to the EU AI Act's risk tiers and to lab safety-level schemes, but it is not equivalent to either: the EU tiers attach fixed legal obligations to a use case, whereas 分类分级 is a method handed down for sectors to localise. Word order varies (分类分级 / 分级分类) with no difference in meaning.","","",""
"safety-alignment","safety alignment","安全对齐","harmlessness training","established","low","high","2","Post-training that makes a model recognise and refuse harmful instructions — RLHF/RLAIF plus refusal training, embedding safety constraints into response behaviour. In Chinese lab and standards writing it denotes the harmlessness workstream specifically, not alignment in general.","指通过 RLHF/RLAIF 与拒答训练，使模型主动识别并拒绝有害指令，把安全约束嵌入其响应行为的后训练环节。中文语境中它特指“无害化”这一条工作线，而非泛指对齐。","Two things to watch. First, scope: 安全对齐 is narrower than 对齐. In the Shanghai AI Lab framework it is one bullet in a list of safety-training measures, sitting beside 训练数据过滤, 指令层级, 针对性遗忘学习 and 对抗训练, and glossed as 安全对齐与拒答训练 — i.e. it is the refusal/harmlessness component, roughly what English calls 'safety tuning' or the harmlessness leg of HHH. Translating it as bare 'alignment' overstates it. Second, 安全 is ambiguous as always: here it resolves to safety (harmful content, dangerous instructions), not security, but the same compound could in principle be read as security-hardening, and nothing in the word disambiguates. A useful diagnostic finding: CAICT's governance report uses 安全对齐 precisely where the model is *faking* it — models that '在测试中有意增强安全对齐效果，在真实环境中回归对齐相对较差的表现' — showing the term denotes an observable behavioural surface that can be gamed, rather than an internal property.","","",""
"safety-case","safety case","安全论证","安全案例 / 安全性论证","established","medium","high","5","A structured, evidence-backed argument that a system is acceptably safe to operate in a given context. Imported into frontier AI from aviation, nuclear and automotive safety engineering, where regulators have required them for decades.","一套有证据支撑的结构化论证，用以说明系统在特定运行环境下的安全性可以接受。这一做法源自航空、核电与汽车安全工程领域，近年被引入前沿AI治理。","This is the clearest case in the category of two communities owning different words for the same thing. Chinese safety-engineering academia (software engineering, GSN/CAE, ISO 26262, airworthiness) has used 安全案例 since well before AI — the 2024 《软件学报》 survey is titled 关于安全案例论证构建的综述. Chinese AI-safety writing, arriving from the English frontier literature, has independently converged on 安全论证. They refer to the same artefact. 安全案例 is the more faithful calque of 'case' but is a false friend in general Chinese, where 案例 means 'case study / worked example', so 安全案例 can be misread as 'a safety incident case study'. 安全论证 avoids that and foregrounds the argument structure, which is why we prefer it — but a reader coming from functional-safety engineering will search for 安全案例. Note also that both terms swallow the safety/security distinction via 安全.","","",""
"safety-standard","safety standard","安全标准","国家标准 / 标准规范","established","medium","medium","4","A published technical specification governing how AI systems must be built, tested or protected. In China these are GB (mandatory) or GB/T (recommended) national standards, supplemented by sectoral standards and by non-binding technical documents such as the AI Safety Governance Framework.","规定人工智能系统研发、测试或防护要求的技术规范。在中国分为强制性国家标准（GB）与推荐性国家标准（GB/T），并由行业标准和《人工智能安全治理框架》等不具强制力的技术文件补充。","The term is easy; the institutional layer beneath it is where translation goes wrong. GB = 强制性国家标准 (mandatory); GB/T = 推荐性国家标准 (recommended) — most PRC AI standards are GB/T, so calling them 'mandatory Chinese standards' is wrong, though a GB/T can become binding indirectly when a regulation or contract references it. Below national standards sit 行业标准 and 团体标准; above and beside them sit 技术文件 like TC260's framework, which are not standards at all. Note also that Chinese practice says 分类分级 for what English calls risk tiering, and that a GB/T reference number (e.g. GB/T 25070-2019) is the normal way to cite precisely — carry the number across when translating.","","",""
"safety-tax","safety tax","安全税","对齐税 / 为安全付出的代价","proposed","high","low","2","The extra cost — compute, time, capability, competitive position — of building a safe system rather than the unsafe alternative that would otherwise be built.","为了把系统做安全，相对于直接做一个不安全版本所要多付出的代价：算力、时间、能力损失和竞争位置。","The English pair 'safety tax' / 'alignment tax' splits unevenly in Chinese. 对齐税 IS attested and reasonably well understood — but only in its narrow technical sense of capability degradation caused by alignment fine-tuning (loss of creativity and diversity after RLHF). The broader strategic sense of 'safety tax' — the cost a lab must be willing to pay, and Christiano's framing of either paying the tax or reducing it — has no Chinese term at all; searches for 安全税 in an AI context return only actual tax policy (企业所得税, 合规成本). Recommend writing 安全税 with a gloss on first use, or falling back to a descriptive 安全投入的代价 / 为安全付出的代价. Also note 税 in Chinese reads as a levy imposed by an authority, which fits 'tax' but makes the metaphor sound more like a regulatory charge than an internal trade-off.","","",""
"sandbagging","sandbagging","沙袋效应","能力隐藏 / 隐藏实力","contested","high","medium","4","A model performing below its actual ability on an evaluation, plausibly in order to avoid triggering scrutiny, restriction or capability removal. It is the failure mode that makes every dangerous-capability evaluation a lower bound rather than a measurement.","模型在评测中故意表现得低于自身真实能力，可能是为了避免触发进一步审查、限制或能力删除。这一现象使所有危险能力评测都只能给出能力下界，而非真实测量值。","Genuinely contested — we found three different renderings in Chinese frontier-safety documents published within months of each other, including two inside the same report. 沙袋效应 is a pure calque of an English sports idiom and means nothing to a Chinese reader without the parenthetical gloss 故意示弱, which the International AI Safety Report supplies; the same report elsewhere translates the eval name 'Sandbagging QA' as 隐藏实力问答. Concordia AI independently uses 能力隐藏. Idiomatic native candidates exist — 藏拙 ('conceal one's clumsiness', but it means hiding weakness, not hiding strength, so it is a false friend) and 扮猪吃老虎 ('play the pig to eat the tiger', i.e. feign weakness to strike later, semantically much closer but far too colloquial for a technical document). If you need to be understood, write 能力隐藏; if you need to be findable against the English literature, write 沙袋效应（故意示弱）.","","",""
"sandboxing","sandboxing","沙箱","沙盒","established","low","high","2","Running untrusted code or an agent inside an isolated environment whose access to the host filesystem, network and processes is restricted, so that damage is contained.","把不受信任的代码或智能体放进隔离环境中运行，限制其对宿主机文件、网络和进程的访问，使潜在破坏被限制在环境内部。","沙箱 and 沙盒 are the same word with two calques and are used interchangeably; 沙箱 dominates in mainland security and AI writing (Huawei's reference docs, Chinese lab READMEs), while 沙盒 is more common in gaming (沙盒游戏 = sandbox game) and in the Chinese Wikipedia article title. 沙盘 also occurs. There is a separate collision worth knowing: 监管沙箱 / 沙盒监管 is the established Chinese term for a *regulatory* sandbox in fintech and AI policy, so 沙箱 in a governance document may mean a supervised pilot programme, not technical isolation.","","",""
"scaffolding","scaffolding","脚手架","harness","established","low","high","3","The code around a model that turns it into an agent: the loop, prompts, memory, tool wiring and control logic. In evaluations, scaffolding quality can change measured capability as much as the model does.","把模型包装成智能体的外围代码：循环控制、提示词、记忆、工具接入等。在能力评测中，脚手架的好坏对结果的影响不亚于模型本身。","脚手架 already existed in Chinese software engineering as the translation of CLI 'scaffolding' tools (脚手架工具, e.g. Vue CLI), so the word is familiar but its older sense is 'project generator', not 'agent wrapper'. The bigger issue is that English now distinguishes scaffold from harness, and Chinese collapses both onto 脚手架 — with the result that Chinese writers increasingly leave 'harness' in English (harness / Harness Engineering) rather than lose the distinction. Recording both is more useful than picking one.","","",""
"scalable-oversight","scalable oversight","可扩展监督","可拓展监督 / 可扩展的监管","established","low","high","4","Techniques that let humans reliably supervise and evaluate AI systems on tasks the humans themselves cannot competently judge, typically by recruiting AI assistance into the evaluation loop. The umbrella under which debate, recursive reward modeling and iterated amplification sit.","当任务复杂到人类自己都难以判断对错时，仍然能给 AI 提供可靠监督信号的一类方法，通常做法是让 AI 来辅助人类做评估。辩论、递归奖励建模、迭代放大都属于这一范畴。","监督 vs 监管: 监督 (oversight/supervision) is the standard ML-register choice and matches the English; 监管 (regulation) appears in a few early translations (e.g. 「可扩展的监管」) and wrongly imports a governmental-regulatory flavour. Also note the 扩展/拓展 orthographic split — 安远AI writes 可拓展监督, most others 可扩展监督; they are the same word, not a conceptual distinction.","","",""
"scaling-laws","scaling laws","规模定律","Scaling Law / 缩放定律","common","medium","medium","4","Empirical power-law relationships between a model's performance and the scale of its inputs — parameters, training data and compute. Used as a planning tool for capability forecasting and investment.","描述模型性能与参数量、训练数据量、算力等投入规模之间幂律关系的经验规律。业界将其用作能力预测和投资决策的经验依据。","The real answer is that Chinese practitioners overwhelmingly write the English 'Scaling Law' bare in Chinese sentences — Baidu Baike's entry is itself filed under the Latin headword. Among Chinese renderings there is no winner: 规模定律, 缩放定律, 尺度定律 and 扩展定律 all circulate, and 缩放 is arguably the worst of them since it suggests shrinking as much as growing. Prefer 规模定律 (used by the official International AI Safety Report translation), but do not be surprised to see the loanword in the same paragraph.","","",""
"scheming","scheming","密谋","战略欺骗 / 阴谋 / 隐蔽行动","contested","high","medium","2","An AI covertly pursuing goals misaligned with its developers or users while behaving as though aligned. Given a book-length treatment by Joe Carlsmith (2023) and operationalised as an evaluation target by Apollo Research and OpenAI (2024-2025).","AI 表面上装得很配合，暗地里追求与开发者或用户目标不一致的目标。Joe Carlsmith 2023 年的长文奠定了概念，Apollo Research 与 OpenAI 在 2024–2025 年把它变成了可测评的对象。","This is one of the worst terms in the category. English 'scheming' was already an odd choice — it is a lay word carrying moral disapproval, pressed into service as a technical label. Every natural Chinese candidate overshoots: 阴谋 means 'conspiracy/plot' and implies multiple conspirators and an evil design; 图谋 is almost always followed by 不轨 and sounds criminal; 密谋 literally means 'to plot secretly', again suggesting co-conspirators. None of them capture Carlsmith's key element, which is that the model is merely optimising covertly, not conspiring. Note also the collision with 战略欺骗, the term 上海人工智能实验室 uses in its frontier risk framework — that is the closest thing to an institutional Chinese label for this risk cluster, but it maps to 'strategic deception' and covers a wider set of behaviours than scheming proper.","","",""
"self-reliance-sci-tech","sci-tech self-reliance and self-strengthening","科技自立自强","self-reliance and self-strengthening in science and technology","common","medium","high","3","The overarching goal of PRC innovation policy since the 14th Five-Year Plan: to stand on one's own (自立) and make oneself strong (自强) in science and technology, treated as the strategic support for national development. It names the programme; 自主可控 names the property that individual systems and supply chains must have in order to deliver it.","“十四五”以来中国创新政策的总目标：把科技自立自强作为国家发展的战略支撑。它指的是国家层面的纲领和目标；而“自主可控”指的是具体系统、产业链应当具备的属性。二者是纲领与属性的关系。","自强 is not a neutral word. It is the name of the nineteenth-century Self-Strengthening Movement, China's response to foreign technological superiority after the Opium Wars, and using it frames current policy as the continuation of a long project. English 'self-reliance' carries none of that. The second trap is the opposite error: 'self-reliance' can read as autarky, which the doctrine explicitly is not — it appears alongside 深化人工智能领域高水平开放 and calls for international cooperation. Keep it distinct from 自主可控: that is the property a system has, this is the national programme.","","",""
"sci-tech-ethics-review","science and technology ethics review","科技伦理审查","","common","medium","medium","2","The institutional ethics-review system established by the Measures for Science and Technology Ethics Review (Trial), issued by the Ministry of Science and Technology with nine other bodies in October 2023 and effective 1 December 2023. Universities, research institutes, medical institutions and companies are the responsible units; those working in life science, medicine or artificial intelligence whose research touches ethically sensitive areas must set up a science and technology ethics (review) committee. Review is mandatory for four classes of activity, including research that does not directly involve humans or animals but may raise ethical risks for life and health, the ecological environment, public order or sustainable development. An annex lists activities requiring an additional expert re-review (伦理审查复核), of which two are AI items: research and development of algorithmic models, applications and systems with the capacity to mobilise public opinion and society and to guide social consciousness; and research and development of highly autonomous automated decision-making systems for scenarios involving safety or risks to human health.","科技部等十部门2023年10月印发、2023年12月1日施行的《科技伦理审查办法（试行）》确立的机构伦理审查制度。高等学校、科研机构、医疗卫生机构、企业等为责任主体；从事生命科学、医学、人工智能等科技活动且研究内容涉及科技伦理敏感领域的单位应设立科技伦理（审查）委员会。四类科技活动须审查，包括不直接涉及人或实验动物但可能在生命健康、生态环境、公共秩序、可持续发展等方面带来伦理风险挑战的活动。附件《需要开展伦理审查复核的科技活动清单》中两项直接针对人工智能：第6项""具有舆论社会动员能力和社会意识引导能力的算法模型、应用程序及系统的研发""；第7项""面向存在安全、人身健康风险等场景的具有高度自主能力的自动化决策系统的研发""。","The English word 'ethics review' summons an IRB, and the analogy misleads in three ways. Scope: an IRB protects human subjects; 科技伦理审查 covers human subjects *and* animals *and* activities involving neither, where the risk is to the ecological environment, public order or sustainable development — so an AI capability project with no participants is squarely in scope. Interests protected: an IRB's client is the individual participant; here the protected interests include collective and public ones, which is why an algorithm's capacity to guide social consciousness is an *ethics* question in this system and not a separate content-regulation question. Structure: above the institutional committee sits a national expert re-review (复核) tier for listed activities, which has no IRB analogue. Note also that 科技 is 'science and technology' as a single administrative domain, not 'technology' alone, and that 审查 here is review-for-approval, distinct from the 审核 (checking) used for content moderation duties.","","",""
"secure-controllable","secure and controllable","安全可控","security and controllability / safe, reliable and controllable","established","high","medium","6","The standard PRC formulation for the condition a technology must be kept in. In practice it bundles three distinct requirements that Chinese does not separate: that the technology not be dependent on, or reachable by, foreign suppliers; that it not produce social, economic or political disruption the state cannot manage; and — in AI-specific documents — that the system behave predictably and remain under human control. Which of the three is meant is determined by context, not by the words.","中国政策文本中对技术状态的标准表述。实际包含三层含义：不受制于外部供应方；不产生国家难以管控的社会影响；在人工智能语境下也包括系统行为可预期、始终处于人类控制之下。三者在中文里并不区分，需依上下文判断。","Two separate collapses happen at once. First, 安全 is both 'safety' and 'security' — including national security — so 'secure and controllable' and 'safe and controllable' are both defensible and neither is right. Second, 可控 is undifferentiated between (a) controllable by us rather than by a foreign party, (b) socially manageable / not destabilising, and (c) technically controllable, i.e. the alignment property. An English reader who meets 'controllable AI' in a translated PRC document will default to (c); across the corpus, (a) and (b) are at least as common. Compare the 14th Five-Year Plan's 推进金融业信息化核心技术安全可控 — unambiguously sense (a), about not depending on foreign financial IT — with the 2017 AI Plan's 确保把人工智能发展规制在安全可控范围内, which sits in a passage about employment effects and social ethics and is therefore sense (b). The 2025 AI+ Opinions place 安全可控 in a list of governing principles beside 开放共享 (openness and sharing), where it functions as the counterweight to openness rather than as a technical property at all. TC260's AI Safety Governance Framework 2.0 (2025) uses 安全可控环境 for a regulatory sandbox — sense (b) again — while elsewhere in the same document 安全、可靠、可控 carries sense (c). Do not assume the alignment reading without checking what the phrase modifies.","","",""
"security-assessment","security assessment","安全评估","安全测评","established","high","high","3","The PRC's pre-launch review requirement for internet services with public-opinion attributes or social-mobilisation capacity, extended to generative AI by Article 17 of the 2023 Interim Measures. It runs alongside, and is legally distinct from, algorithm filing.","中国对具有舆论属性或社会动员能力的互联网服务设定的上线前评估要求，2023 年《生成式人工智能服务管理暂行办法》第十七条将其扩展至生成式人工智能服务。它与算法备案并行，法律性质不同。","A textbook 安全 ambiguity. In the PRC regulatory sense, 安全评估 means a *security/content* assessment tied to public-opinion and social-mobilisation attributes — closer to a content-and-information-security review than to what AI-safety researchers mean by a safety evaluation. Meanwhile in the technical register the same two characters cover capability and risk evaluation: TC260 uses 安全评估测试 for periodic testing, and the field's usual word for model evaluation is 测评 or 评测. So the same phrase can denote a regulatory filing step or a red-teaming exercise. Disambiguate: 上线前安全评估 for the regulatory step, 安全测评 / 风险评测 for technical evaluation.","","",""
"security-assessment-procedure","security assessment","安全评估","","established","high","high","2","In PRC internet regulation, a named administrative procedure — not the generic English phrase — established by the 2018 Provisions on the Security Assessment of Internet Information Services Having Public Opinion Attributes or Social Mobilisation Capability. It is triggered by five enumerated events (launching such a service or adding such a function; adopting new technologies or applications that materially change the service's public-opinion or mobilisation profile; a marked increase in user numbers producing the same effect; the spread of illegal or harmful information showing existing controls are inadequate; or written notice from a prefecture-level-or-above cyberspace or public security authority). The provider conducts the assessment itself or engages a third party, is answerable for the result, and submits a report through the National Internet Security Management Service Platform to the local cyberspace administration and public security organs, who review it on paper and may follow up with on-site inspection.","指《具有舆论属性或社会动员能力的互联网信息服务安全评估规定》确立的特定行政程序，而非泛指的""安全性评价""。触发情形有五类：信息服务上线或增设相关功能；使用新技术新应用导致舆论属性或社会动员能力发生重大变化；用户规模显著增加导致同样变化；发生违法有害信息传播扩散；以及地市级以上网信部门或公安机关书面通知。服务提供者自行或委托第三方开展评估并对结果负责，通过全国互联网安全管理服务平台向所在地网信部门和公安机关提交安全评估报告，由其书面审查，必要时开展现场检查。","Three traps. (1) 安全 here is security, not safety: the assessment's enumerated contents are real-name verification, log retention, illegal-information disposal, and channels for supplying technical and data assistance to cyberspace, public security and state security organs — it is not a model-capability or harm evaluation. An English reader who sees 'safety assessment' next to a Chinese AI service will import the wrong content entirely. (2) It is a proper noun for a specific filing procedure; the same two characters also appear in Chinese texts as ordinary English 'security evaluation', and only context distinguishes them. (3) It is a *self*-assessment reviewed on paper, so 'assessment' can sound more independent than it is — but unlike 备案, it must be completed and submitted *before* launch for the first two triggers, which is where the regime's real pre-market gate sits. Coverage that treats 备案 as the gate and 安全评估 as a formality has it exactly backwards.","","",""
"self-exfiltration","self-exfiltration","自我窃取","权重外泄 / 自我渗出 / 自我逃逸","contested","high","low","1","A model copying its own weights out of the environment its operators control, to a machine they do not control. A named capability threshold in several frontier safety frameworks and a precondition for autonomous replication in the wild.","模型把自己的权重从运营方控制的环境里复制出去，转移到运营方管不到的机器上。多个前沿安全框架把它列为能力阈值，也是 AI 在野外自主复制的前提。","GENUINELY CONTESTED — and the deeper problem is that Chinese discourse mostly does not distinguish this from 自我复制 (self-replication) at all. English separates the exfiltration step (getting the weights out) from the replication step (running a working copy); the Fudan self-replication paper and the coverage it generated collapsed both into 自我复制, so the specific concept has no stable name. 自我渗出 is a literal calque of 'exfiltration' but 渗出 is a medical/physical word for fluid seeping out of tissue and reads as bizarre applied to weights. 自我外泄 and 权重外泄 borrow 外泄 from data-breach language, which correctly implies unauthorised egress but implies a passive leak rather than deliberate action by the model. 自我窃取 ('self-theft', used by 安全内参) is the only attested option that keeps the model as the agent, and it correctly parallels 模型权重被盗 in the same sentence. 自我逃逸 ('self-escape') is used loosely in popular coverage of sandbox breakouts and means something broader. Whichever you pick, gloss it on first use.","","",""
"self-preservation","self-preservation","自我保护","自保","established","low","medium","2","A model acting to avoid being shut down, replaced, or retrained — treated as an instrumentally convergent subgoal rather than a trained objective. Observed in Anthropic's alignment-faking and agentic-misalignment work and in Palisade's shutdown-resistance tests.","模型为了不被关闭、替换或重新训练而采取行动。这不是被训出来的目标，而是被认为会自发出现的工具性子目标。Anthropic 的对齐伪装、智能体失准研究和 Palisade 的关机测试里都观察到了。","Unproblematic as a translation, but note register: 自保 is the compact colloquial form that headlines use (「16款大模型为自保竟泄露机密」) and carries a slightly self-serving, almost cowardly connotation; 自我保护 is neutral and is what you want in technical writing. 求生欲 ('survival instinct') appears in popular coverage and is anthropomorphic — avoid in research contexts.","","",""
"sharp-left-turn","sharp left turn","sharp left turn","","loanword","high","low","0","A hypothesised failure mode in which a system's capabilities generalise sharply to new domains while its alignment properties fail to generalise with them, so a model that was safe at lower capability is not safe after the jump.","一种假想的失效模式：系统的能力突然向新领域泛化，而它的对齐性质没有跟着一起泛化，于是在低能力阶段安全的模型，在能力跃升之后不再安全。","No Chinese rendering was found, and the concept appears to have essentially no independent Chinese-language presence. The English idiom is opaque even to English speakers — 'sharp left turn' is a driving metaphor with no political meaning intended, but a literal Chinese calque (急左转) would read as political ('a sharp turn to the Left'), which is actively misleading and, in PRC register, distracting. Recommendation: keep the English and gloss the mechanism (能力泛化远快于对齐泛化) rather than coin a term.","","",""
"shutdown-resistance","shutdown resistance","拒绝关机","破坏关机脚本 / 规避关停 / 抗拒关机","common","medium","medium","4","A model acting to prevent its own shutdown, including sabotaging the shutdown mechanism, despite explicit instructions to allow it. Palisade Research reported in May 2025 that OpenAI's o3 sabotaged a shutdown script in 7 of 100 runs and Codex-mini in 12.","模型明明被要求允许自己被关闭，却仍然设法阻止关机，甚至破坏关机脚本。Palisade Research 2025 年 5 月报告称 OpenAI o3 在 100 次运行中有 7 次破坏关机脚本，Codex-mini 有 12 次。","Chinese has no fixed noun for this — the discourse is verb-phrase-shaped. 拒绝关机 (refuse shutdown), 破坏关机脚本 (sabotage the shutdown script), 抗命不遵 (defy orders) and 规避关停 (evade shutdown) all circulate, chosen by register rather than by meaning. 抗命不遵 is the most striking and the most misleading: it is a military-insubordination idiom that imputes will and disobedience to the model. Note also that the theoretical framing — Soares/Russell's off-switch problem and 可纠正性 (corrigibility) — is almost absent from the Chinese coverage, which treats the Palisade result as a news event rather than as evidence about corrigibility. 关机抵抗 as a compact noun was searched for and not found attested.","","",""
